country,location_name,latitude,longitude,temperature_fahrenheit,cloud,precip_mm,air_quality,moon_illumination,visibility_km,visibility_miles
Mauritius,Port Louis,-20.16,57.5,69.8,25,0.0,2.9,28,10.0,6.0
Mexico,Mexico City,19.43,-99.13,71.6,100,0.0,35.7,28,18.0,11.0
Micronesia,Palikir,6.92,158.15,102.2,50,0.0,0.5,28,24.0,14.0
Russia,Chi-Chi-Erh,51.7,94.45,41.1,82,0.0,4.2,28,10.0,6.0
Monaco,Monaco,43.73,7.42,68.0,25,0.0,37.7,28,10.0,6.0
Mongolia,Ulaanbaatar,47.92,106.92,23.0,0,0.0,7.8,28,10.0,6.0
Montenegro,Podgorica,42.44,19.26,62.6,0,0.0,7.9,28,10.0,6.0
Morocco,Rabat,34.03,-6.84,60.8,0,0.0,7.3,28,5.0,3.0
Mozambique,Maputo,-25.97,32.59,69.8,75,0.0,5.1,28,10.0,6.0
Myanmar,Pathein,16.78,94.73,76.6,86,0.02,8.1,28,10.0,6.0
Namibia,Windhoek,-22.57,17.08,77.0,0,0.0,9.9,28,10.0,6.0
Turkey,Yaren,39.55,27.62,55.4,0,0.0,3.3,28,10.0,6.0
Nepal,Kathmandu,27.72,85.32,66.2,25,0.14,109.0,28,6.0,3.0
Netherlands,Amsterdam,52.37,4.89,62.6,75,0.0,2.2,28,10.0,6.0
New Zealand,Wellington,-41.3,174.78,59.0,0,0.0,0.7,28,10.0,6.0
Nicaragua,Managua,12.15,-86.27,84.2,50,1.05,5.1,28,10.0,6.0
Niger,Niamey,13.52,2.12,91.4,0,0.0,88.3,28,5.0,3.0
Nigeria,Abuja,9.18,7.18,80.6,25,0.0,23.1,28,8.0,4.0
North Korea,Pyongyang,39.02,125.75,50.2,7,0.0,33.3,28,10.0,6.0
Macedonia,Skopje,42.0,21.43,53.6,0,0.0,5.7,28,10.0,6.0
Norway,Oslo,59.92,10.75,51.8,75,0.0,2.7,28,10.0,6.0
Oman,Muscat,23.61,58.59,84.2,0,0.0,43.6,28,10.0,6.0
Pakistan,Islamabad,33.7,73.17,70.7,12,0.0,84.6,28,10.0,6.0
Palau,Adkip,7.36,134.51,78.8,100,3.25,3.4,28,18.0,11.0
Bolivia,National,-11.18,-67.08,98.7,44,0.0,45.7,28,10.0,6.0
Panama,Panama City,8.97,-79.53,86.0,50,0.0,3.9,28,10.0,6.0
Papua New Guinea,Port Moresby,-9.46,147.19,77.0,100,0.26,7.9,28,10.0,6.0
Paraguay,Carreria,-21.55,-58.12,80.2,21,0.0,4.8,28,10.0,6.0
Peru,Lima,-12.05,-77.05,67.9,22,0.0,5.2,28,10.0,6.0
Philippines,Manila,14.6,120.98,82.4,25,0.0,16.5,28,10.0,6.0
Poland,Warsaw,52.25,21.0,37.4,25,0.0,26.4,28,10.0,6.0
Portugal,Lisbon,38.72,-9.13,75.2,0,0.0,26.3,28,10.0,6.0
Qatar,Doha,25.29,51.53,87.8,0,0.0,25.4,28,10.0,6.0
Romania,Bucharest,44.43,26.1,55.4,0,0.0,6.8,28,10.0,6.0
Russia,Moscow,55.75,37.62,33.8,75,0.0,0.8,28,10.0,6.0
Rwanda,Kigali,-1.95,30.06,69.8,50,0.12,11.8,28,10.0,6.0
Saint Kitts and Nevis,Basseterre,17.3,-62.72,84.2,25,0.0,3.9,28,10.0,6.0
Saint Lucia,Castries,14.0,-61.0,87.8,25,0.0,3.4,28,10.0,6.0
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,84.6,38,0.0,6.1,28,10.0,6.0
Samoa,Apia,-13.83,-171.73,86.0,50,0.08,4.2,28,10.0,6.0
San Marino,San Marino,43.93,12.45,62.6,0,0.0,29.5,28,10.0,6.0
Belgium,'S-Gravenwezel,51.27,4.55,53.6,0,0.0,13.6,28,10.0,6.0
Saudi Arabia,Riyadh,24.64,46.77,82.4,0,0.0,55.5,28,10.0,6.0
Senegal,Dakar,14.67,-17.44,84.2,0,0.0,8.3,28,10.0,6.0
Serbia,Belgrade,44.8,20.47,62.6,0,0.0,12.1,28,10.0,6.0
Seychelles Islands,Victoria,-4.62,55.45,78.8,75,0.0,2.9,28,10.0,6.0
Sierra Leone,Freetown,8.49,-13.23,75.9,31,0.0,11.1,28,10.0,6.0
Singapore,Singapore,1.29,103.86,80.6,75,0.0,115.8,28,8.0,4.0
Slovakia,Bratislava,48.15,17.12,59.0,75,0.0,5.0,28,10.0,6.0
Slovenia,Ljubljana,46.06,14.51,57.2,0,0.0,20.6,28,10.0,6.0
Solomon Islands,Honiara,-9.43,159.95,77.0,100,0.47,0.6,28,3.0,1.0
Somalia,Mogadishu,2.07,45.37,77.8,21,0.0,4.0,28,10.0,6.0
South Africa,Pretoria,-25.75,28.19,68.0,0,0.0,15.0,28,10.0,6.0
South Korea,Seoul,37.57,127.0,51.8,0,0.0,19.6,28,7.0,4.0
Sudan,Juba,12.15,24.45,86.9,9,0.0,65.3,28,10.0,6.0
Spain,Madrid,40.4,-3.68,71.6,0,0.0,22.7,28,10.0,6.0
Sri Lanka,Colombo,6.93,79.85,78.8,50,0.29,3.5,28,10.0,6.0
Sudan,Khartoum,15.59,32.53,99.1,0,0.0,41.6,28,10.0,6.0
Suriname,Paramaribo,5.83,-55.17,93.2,25,0.0,2.3,28,10.0,6.0
Sweden,Stockholm,59.33,18.05,33.8,0,0.0,1.1,28,10.0,6.0
Switzerland,Bern,46.92,7.47,57.2,0,0.0,28.2,28,10.0,6.0
Syria,Damascus,33.5,36.3,68.0,0,0.07,7.8,28,10.0,6.0
Tajikistan,Dushanbe,38.56,68.77,57.2,0,0.0,8.2,28,9.0,5.0
Tanzania,Dodoma,-6.18,35.75,69.4,2,0.0,3.5,28,10.0,6.0
Thailand,Bangkok,13.75,100.52,80.6,50,0.67,82.7,28,10.0,6.0
Timor-Leste,Dili,-8.56,125.57,76.4,0,0.0,4.5,28,10.0,6.0
Bulgaria,Lom,43.81,23.24,60.4,78,0.0,8.8,28,10.0,6.0
Tonga,Nuku`Aloia,-21.13,-175.2,75.2,50,0.0,2.3,28,10.0,6.0
Trinidad and Tobago,Port Of Spain,10.65,-61.52,87.8,25,0.01,3.5,28,10.0,6.0
Tunisia,Tunis,36.8,10.18,69.8,25,0.0,23.8,28,10.0,6.0
Turkey,Ankara,39.93,32.86,48.2,50,0.0,31.2,28,10.0,6.0
Turkmenistan,Ashgabat,37.95,58.38,77.0,0,0.0,12.0,28,10.0,6.0
Tuvalu,Funafuti,-8.52,179.22,86.0,75,0.27,1.3,28,10.0,6.0
Uganda,Kampala,0.32,32.57,71.6,25,0.23,22.0,28,10.0,6.0
Ukraine,Kyiv,50.43,30.52,41.4,7,0.0,0.9,28,10.0,6.0
United Arab Emirates,Abu Dhabi,24.47,54.37,87.8,0,0.0,42.1,28,10.0,6.0
United Kingdom,London,51.52,-0.11,59.0,0,0.0,31.8,28,10.0,6.0
United States of America,Washington Park,46.6,-120.49,69.8,75,0.0,3.6,28,16.0,9.0
Uruguay,Montevideo,-34.86,-56.17,77.0,0,0.0,11.6,28,10.0,6.0
Uzbekistan,Tashkent,41.32,69.25,57.2,0,0.0,6.4,28,10.0,6.0
Vanuatu,Port Vila,-17.73,168.32,75.2,75,0.0,3.2,28,10.0,6.0
Venezuela,Caracas,10.5,-66.92,87.8,0,0.52,9.4,28,10.0,6.0
Vietnam,Hanoi,21.03,105.85,77.0,0,0.0,37.3,28,10.0,6.0
Yemen,Sanaa,15.35,44.21,60.5,0,0.0,22.2,28,10.0,6.0
Zambia,Lusaka,-15.42,28.28,77.9,1,0.0,12.8,28,10.0,6.0
Zimbabwe,Harare,-17.82,31.04,68.3,2,0.0,16.4,28,10.0,6.0
Afghanistan,Kabul,34.52,69.18,50.4,0,0.0,7.5,20,10.0,6.0
Albania,Tirana,41.33,19.82,60.8,0,0.0,14.2,20,10.0,6.0
Algeria,Algiers,36.76,3.05,69.8,25,0.0,16.8,20,8.0,4.0
Andorra,Andorra La Vella,42.5,1.52,52.1,4,0.0,9.4,20,10.0,6.0
Angola,Luanda,-8.84,13.23,77.0,50,0.0,7.1,20,10.0,6.0
Antigua and Barbuda,Saint John's,17.12,-61.85,84.2,25,0.0,1.8,20,10.0,6.0
Argentina,Buenos Aires,-34.59,-58.67,84.2,0,0.0,4.7,20,10.0,6.0
Armenia,Yerevan,40.18,44.51,53.6,0,0.43,1.5,20,10.0,6.0
Australia,Canberra,-35.28,149.22,48.2,100,0.0,2.5,20,10.0,6.0
Austria,Vienna,48.2,16.37,60.8,0,0.0,6.5,20,10.0,6.0
Azerbaijan,Baku,40.4,49.88,59.0,100,0.11,1.2,20,10.0,6.0
Bahamas,Nassau,25.08,-77.35,87.8,75,0.0,6.1,20,10.0,6.0
Bahrain,Manama,26.24,50.58,86.0,0,0.0,45.2,20,10.0,6.0
Bangladesh,Dhaka,23.72,90.41,81.0,31,0.0,219.9,20,10.0,6.0
Barbados,Bridgetown,13.1,-59.62,84.2,25,0.0,2.5,20,10.0,6.0
Belarus,Minsk,53.9,27.57,32.0,0,0.0,1.7,20,10.0,6.0
Belgium,Brussels,50.83,4.33,66.2,0,0.0,20.1,20,10.0,6.0
Belize,Belmopan,17.25,-88.77,89.6,50,0.53,1.4,20,10.0,6.0
Benin,Porto-Novo,6.48,2.62,82.4,50,0.0,18.1,20,10.0,6.0
Bhutan,Thimphu,27.48,89.6,44.4,48,0.0,8.1,20,10.0,6.0
Bolivia,Sucre,-19.04,-65.26,78.8,0,0.0,1.0,20,10.0,6.0
Bosnia and Herzegovina,Sarajevo,43.85,18.38,59.0,0,0.0,6.7,20,10.0,6.0
Botswana,Gaborone,-24.65,25.91,68.0,100,0.0,34.3,20,10.0,6.0
Brazil,Bras,-2.08,-58.17,101.3,23,0.0,14.1,20,10.0,6.0
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,75.2,75,0.31,4.6,20,10.0,6.0
Bulgaria,Sofia,42.68,23.32,53.6,75,0.0,5.1,20,10.0,6.0
Burkina Faso,Ouagadougou,12.37,-1.52,80.6,0,0.0,160.9,20,8.0,4.0
Burundi,Bujumbura,-3.38,29.36,71.4,73,0.23,38.4,20,10.0,6.0
Madagascar,Ivory,-24.37,46.45,72.9,89,0.04,4.4,20,10.0,6.0
Cape Verde,Praia,14.93,-23.51,82.4,25,0.0,61.0,20,10.0,6.0
Cambodia,Phnom Penh,11.55,104.92,80.6,50,0.98,65.1,20,9.0,5.0
Cameroon,Bafoussam,5.47,10.42,61.9,71,1.02,15.9,20,9.0,5.0
Canada,Ottawa,45.42,-75.7,51.8,75,0.0,1.4,20,24.0,14.0
Central African Republic,Bangui,4.37,18.58,71.1,38,0.0,2.9,20,10.0,6.0
Chad,N'djamena,12.11,15.05,86.0,0,0.0,176.6,20,6.0,3.0
Chile,Santiago,-33.45,-70.67,59.0,0,0.0,10.1,20,10.0,6.0
China,Beijing,39.93,116.39,46.4,0,0.0,237.3,20,10.0,6.0
Bulgaria,Bogot,43.32,24.7,56.7,22,0.0,4.1,20,10.0,6.0
Comoros,Moroni,-11.7,43.24,71.0,5,0.0,2.7,20,10.0,6.0
Congo,Brazzaville,-4.26,15.28,82.0,62,0.09,3.8,20,10.0,6.0
Costa Rica,San Juan,9.97,-84.08,71.6,75,2.13,5.1,20,10.0,6.0
Croatia,Zagreb,45.8,16.0,59.0,0,0.0,25.9,20,10.0,6.0
Cuba,Havana,23.13,-82.36,87.8,50,0.0,5.1,20,9.0,5.0
Cyprus,Nicosia,35.17,33.37,69.8,25,0.0,22.1,20,10.0,6.0
Czech Republic,Prague,50.08,14.47,60.8,0,0.0,11.1,20,10.0,6.0
Democratic Republic of Congo,Kinshasa,-4.3,15.3,83.2,76,0.1,3.8,20,10.0,6.0
Denmark,Copenhagen,55.67,12.58,59.0,75,0.16,6.7,20,10.0,6.0
Djibouti,Djibouti,11.6,43.15,83.0,51,0.0,7.4,20,10.0,6.0
Dominica,Roseau,15.3,-61.4,87.8,25,0.0,1.5,20,10.0,6.0
Dominican Republic,Santo Domingo,18.47,-69.9,87.8,50,0.0,6.3,20,10.0,6.0
Ecuador,Quito,-0.22,-78.5,57.9,83,4.03,31.6,20,7.0,4.0
Egypt,Cairo,30.05,31.25,75.2,0,0.0,13.6,20,6.0,3.0
El Salvador,San Salvador,13.71,-89.2,80.6,50,1.25,14.3,20,10.0,6.0
Equatorial Guinea,Malabo,3.75,8.78,78.6,75,0.01,0.7,20,10.0,6.0
Eritrea,Asmara,15.33,38.93,71.7,3,0.0,35.0,20,10.0,6.0
Estonia,Tallinn,59.43,24.73,44.6,75,0.0,0.6,20,10.0,6.0
Swaziland,Mbabane,-26.32,31.13,61.6,73,0.02,7.4,20,10.0,6.0
Ethiopia,Addis Ababa,9.03,38.7,64.4,25,0.0,45.6,20,10.0,6.0
Fiji Islands,Suva,-18.13,178.42,77.0,50,0.01,2.1,20,10.0,6.0
Finland,Helsinki,60.18,24.93,48.2,75,0.08,1.7,20,10.0,6.0
France,Paris,48.87,2.33,60.8,0,0.0,17.5,20,10.0,6.0
Gabon,Libreville,0.38,9.45,76.4,73,0.24,3.1,20,10.0,6.0
Gambia,Banjul,13.45,-16.58,82.4,50,0.0,12.2,20,10.0,6.0
Georgia,Tbilisi,41.73,44.79,48.2,37,0.01,28.5,20,10.0,6.0
Germany,Berlin,52.52,13.4,59.0,0,0.0,3.7,20,10.0,6.0
Ghana,Accra,5.55,-0.22,80.6,25,0.01,20.0,20,10.0,6.0
Greece,Athens,37.98,23.72,68.0,50,0.0,22.3,20,10.0,6.0
Grenada,Saint George's,12.05,-61.75,87.8,25,0.0,5.1,20,10.0,6.0
Guatemala,Guatemala City,14.62,-90.53,71.6,75,1.22,97.3,20,10.0,6.0
Guinea,Conakry,9.51,-13.71,80.6,25,1.76,9.1,20,10.0,6.0
Guinea-Bissau,Bissau,11.85,-15.58,80.6,25,0.0,5.8,20,7.0,4.0
Guyana,Georgetown,6.8,-58.17,91.4,50,0.0,2.4,20,10.0,6.0
Haiti,Port-Au-Prince,18.54,-72.34,93.2,25,0.0,10.2,20,10.0,6.0
Vatican City,Vatican City,41.9,12.45,69.8,0,0.0,16.5,20,10.0,6.0
Honduras,Tegucigalpa,14.1,-87.22,82.4,37,0.86,15.5,20,10.0,6.0
Hungary,Budapest,47.5,19.08,50.0,25,0.0,21.4,20,8.0,4.0
Iceland,Hella,63.83,-20.4,37.0,9,0.0,0.5,20,10.0,6.0
India,New Delhi,28.6,77.2,78.8,0,0.0,141.6,20,2.5,1.0
Indonesia,Jakarta,-6.21,106.85,82.4,25,0.0,750.2,20,3.0,1.0
Iran,Tehran,35.73,51.33,69.8,50,0.0,21.5,20,10.0,6.0
Iraq,Baghdad,33.34,44.39,84.2,75,0.0,16.4,20,8.0,4.0
Ireland,Dublin,53.33,-6.25,62.6,75,0.01,2.7,20,10.0,6.0
Israel,Jerusalem,31.78,35.23,75.2,50,0.0,16.9,20,10.0,6.0
Italy,Rome,41.9,12.48,69.8,0,0.0,16.5,20,10.0,6.0
Jamaica,Norman Gardens,17.97,-76.75,89.6,25,0.0,3.4,20,10.0,6.0
Japan,Tokyo,35.69,139.69,66.2,0,0.0,2.7,20,10.0,6.0
Jordan,Amman,31.95,35.93,66.2,25,0.0,11.2,20,7.0,4.0
Kazakhstan,Astana,51.18,71.43,51.8,0,0.0,6.8,20,10.0,6.0
Kenya,Nairobi,-1.28,36.82,66.2,75,0.0,7.1,20,10.0,6.0
Kiribati,Tarawa,-0.88,169.53,85.0,55,0.0,1.1,20,10.0,6.0
Kuwait,Kuwait City,29.37,47.96,91.5,0,0.0,43.5,20,10.0,6.0
Kyrghyzstan,Bishkek,42.87,74.6,60.8,99,0.0,7.4,20,10.0,6.0
Indonesia,Laos,-8.18,114.32,67.5,11,0.0,33.1,20,10.0,6.0
Latvia,Riga,56.95,24.1,46.4,75,0.0,2.6,20,10.0,6.0
Lebanon,Beirut,33.87,35.51,75.2,75,0.02,14.6,20,8.0,4.0
Lesotho,Maseru,-29.32,27.48,70.5,33,0.0,51.9,20,10.0,6.0
Liberia,Monrovia,6.31,-10.8,78.8,75,0.0,2.6,20,10.0,6.0
Thailand,Nan,18.78,100.78,70.1,100,0.0,17.0,20,0.0,0.0
Liechtenstein,Vaduz,47.13,9.52,55.4,0,0.0,21.6,20,10.0,6.0
Lithuania,Vilnius,54.68,25.32,39.2,0,0.0,3.0,20,10.0,6.0
Luxembourg,Luxembourg,49.61,6.13,59.0,0,0.0,22.3,20,10.0,6.0
Madagascar,Antananarivo,-18.92,47.52,59.0,25,0.0,31.6,20,10.0,6.0
Malawi,Lilongwe,-13.98,33.78,76.2,5,0.0,5.4,20,10.0,6.0
Malaysia,Kuala Lumpur,3.17,101.7,78.8,25,1.29,117.0,20,6.0,3.0
Maldives,Farukolhufunadhoo,6.15,73.27,81.0,79,2.24,0.5,20,9.0,5.0
Mali,Bamako,12.65,-8.0,80.6,25,0.0,22.1,20,10.0,6.0
Malta,Valletta,35.9,14.51,69.8,0,0.0,24.3,20,10.0,6.0
Marshall Islands,Majuro,7.1,171.38,84.2,75,0.0,0.5,20,24.0,14.0
Mauritania,Nouakchott,18.09,-15.98,80.8,2,0.0,107.9,20,10.0,6.0
Mauritius,Port Louis,-20.16,57.5,69.8,50,0.01,5.6,20,10.0,6.0
Mexico,Mexico City,19.43,-99.13,73.4,75,0.0,3.0,20,18.0,11.0
Micronesia,Palikir,6.92,158.15,84.2,75,0.09,0.5,20,24.0,14.0
Russia,Chi-Chi-Erh,51.7,94.45,44.4,3,0.0,3.3,20,10.0,6.0
Monaco,Monaco,43.73,7.42,68.0,25,0.0,50.3,20,10.0,6.0
Mongolia,Ulaanbaatar,47.92,106.92,23.0,0,0.0,3.4,20,10.0,6.0
Montenegro,Podgorica,42.44,19.26,68.0,0,0.0,3.7,20,10.0,6.0
Morocco,Rabat,34.03,-6.84,62.6,50,0.0,9.2,20,5.0,3.0
Mozambique,Maputo,-25.97,32.59,73.4,50,0.0,9.6,20,10.0,6.0
Myanmar,Pathein,16.78,94.73,74.5,58,0.0,19.5,20,2.0,1.0
Namibia,Windhoek,-22.57,17.08,75.2,0,0.0,12.7,20,10.0,6.0
Turkey,Yaren,39.55,27.62,60.8,0,0.0,11.2,20,10.0,6.0
Nepal,Kathmandu,27.72,85.32,66.2,50,0.01,83.9,20,6.0,3.0
Netherlands,Amsterdam,52.37,4.89,64.4,0,0.0,18.6,20,10.0,6.0
New Zealand,Wellington,-41.3,174.78,51.8,75,0.01,2.3,20,10.0,6.0
Nicaragua,Managua,12.15,-86.27,77.0,50,1.44,15.8,20,8.0,4.0
Niger,Niamey,13.52,2.12,91.4,0,0.0,77.6,20,8.0,4.0
Nigeria,Abuja,9.18,7.18,75.2,25,0.0,47.1,20,10.0,6.0
North Korea,Pyongyang,39.02,125.75,54.8,6,0.0,130.7,20,10.0,6.0
Macedonia,Skopje,42.0,21.43,60.8,0,0.0,8.7,20,10.0,6.0
Norway,Oslo,59.92,10.75,50.0,50,0.0,1.4,20,10.0,6.0
Oman,Muscat,23.61,58.59,86.0,0,0.0,47.3,20,10.0,6.0
Pakistan,Islamabad,33.7,73.17,71.3,0,0.0,60.7,20,10.0,6.0
Palau,Adkip,7.36,134.51,77.0,100,1.34,4.9,20,18.0,11.0
Bolivia,National,-11.18,-67.08,98.6,31,0.0,10.4,20,10.0,6.0
Panama,Panama City,8.97,-79.53,86.0,50,0.5,2.9,20,10.0,6.0
Papua New Guinea,Port Moresby,-9.46,147.19,77.0,100,0.25,4.6,20,10.0,6.0
Paraguay,Carreria,-21.55,-58.12,94.6,32,0.0,18.7,20,10.0,6.0
Peru,Lima,-12.05,-77.05,67.8,18,0.0,6.0,20,10.0,6.0
Philippines,Manila,14.6,120.98,80.6,100,0.09,54.0,20,10.0,6.0
Poland,Warsaw,52.25,21.0,41.0,75,0.0,45.2,20,10.0,6.0
Portugal,Lisbon,38.72,-9.13,71.6,0,0.0,61.4,20,10.0,6.0
Qatar,Doha,25.29,51.53,86.0,0,0.0,44.3,20,10.0,6.0
Romania,Bucharest,44.43,26.1,48.2,0,0.0,1.8,20,10.0,6.0
Russia,Moscow,55.75,37.62,28.4,0,0.0,1.3,20,10.0,6.0
Rwanda,Kigali,-1.95,30.06,64.4,50,0.0,24.2,20,10.0,6.0
Saint Kitts and Nevis,Basseterre,17.3,-62.72,84.2,25,0.0,1.8,20,10.0,6.0
Saint Lucia,Castries,14.0,-61.0,84.0,25,0.0,1.7,20,10.0,6.0
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,83.0,88,0.07,4.1,20,10.0,6.0
Samoa,Apia,-13.83,-171.73,87.8,75,0.28,2.2,20,10.0,6.0
San Marino,San Marino,43.93,12.45,62.6,0,0.0,58.7,20,3.0,1.0
Belgium,'S-Gravenwezel,51.27,4.55,64.4,0,0.0,16.5,20,10.0,6.0
Saudi Arabia,Riyadh,24.64,46.77,78.8,0,0.0,57.4,20,10.0,6.0
Senegal,Dakar,14.67,-17.44,84.2,0,0.0,75.0,20,10.0,6.0
Serbia,Belgrade,44.8,20.47,59.0,50,0.0,8.6,20,10.0,6.0
Seychelles Islands,Victoria,-4.62,55.45,80.6,25,1.26,1.1,20,10.0,6.0
Sierra Leone,Freetown,8.49,-13.23,78.4,40,0.0,2.1,20,10.0,6.0
Singapore,Singapore,1.29,103.86,80.6,75,1.06,96.6,20,6.0,3.0
Slovakia,Bratislava,48.15,17.12,55.4,100,0.0,9.5,20,8.0,4.0
Slovenia,Ljubljana,46.06,14.51,60.8,75,0.0,31.2,20,10.0,6.0
Solomon Islands,Honiara,-9.43,159.95,81.9,32,0.0,0.9,20,10.0,6.0
Somalia,Mogadishu,2.07,45.37,78.1,83,0.01,2.4,20,10.0,6.0
South Africa,Pretoria,-25.75,28.19,66.2,0,0.0,67.5,20,10.0,6.0
South Korea,Seoul,37.57,127.0,53.6,0,0.0,32.2,20,10.0,6.0
Sudan,Juba,12.15,24.45,86.1,4,0.0,92.5,20,10.0,6.0
Spain,Madrid,40.4,-3.68,68.0,0,0.0,30.1,20,10.0,6.0
Sri Lanka,Colombo,6.93,79.85,77.0,50,0.01,2.4,20,10.0,6.0
Sudan,Khartoum,15.59,32.53,97.6,0,0.0,36.4,20,10.0,6.0
Suriname,Paramaribo,5.83,-55.17,83.4,5,0.0,2.0,20,10.0,6.0
Sweden,Stockholm,59.33,18.05,48.2,100,1.22,2.1,20,10.0,6.0
Switzerland,Bern,46.92,7.47,53.6,0,0.0,40.3,20,10.0,6.0
Syria,Damascus,33.5,36.3,66.2,25,0.0,14.0,20,10.0,6.0
Tajikistan,Dushanbe,38.56,68.77,57.2,0,0.0,6.4,20,10.0,6.0
Tanzania,Dodoma,-6.18,35.75,70.1,5,0.0,2.0,20,10.0,6.0
Thailand,Bangkok,13.75,100.52,80.6,25,0.0,62.0,20,8.0,4.0
Timor-Leste,Dili,-8.56,125.57,76.9,10,0.0,4.3,20,10.0,6.0
Bulgaria,Lom,43.81,23.24,55.0,12,0.0,5.2,20,10.0,6.0
Tonga,Nuku`Aloia,-21.13,-175.2,77.0,50,0.0,1.8,20,10.0,6.0
Trinidad and Tobago,Port Of Spain,10.65,-61.52,87.8,25,0.0,6.9,20,10.0,6.0
Tunisia,Tunis,36.8,10.18,68.0,50,0.0,16.3,20,10.0,6.0
Turkey,Ankara,39.93,32.86,57.2,0,0.0,7.7,20,10.0,6.0
Turkmenistan,Ashgabat,37.95,58.38,66.2,0,0.0,23.6,20,9.0,5.0
Tuvalu,Funafuti,-8.52,179.22,87.8,75,0.01,1.5,20,10.0,6.0
Uganda,Kampala,0.32,32.57,73.4,25,0.25,16.9,20,10.0,6.0
Ukraine,Kyiv,50.43,30.52,40.3,6,0.0,2.2,20,10.0,6.0
United Arab Emirates,Abu Dhabi,24.47,54.37,86.0,0,0.0,26.9,20,10.0,6.0
United Kingdom,London,51.52,-0.11,59.0,0,0.0,7.5,20,10.0,6.0
United States of America,Washington Park,46.6,-120.49,60.8,75,0.0,0.5,20,16.0,9.0
Uruguay,Montevideo,-34.86,-56.17,77.0,0,0.0,2.4,20,10.0,6.0
Uzbekistan,Tashkent,41.32,69.25,64.4,0,0.0,4.0,20,10.0,6.0
Vanuatu,Port Vila,-17.73,168.32,75.2,75,0.0,2.8,20,10.0,6.0
Venezuela,Caracas,10.5,-66.92,87.8,0,0.81,6.9,20,9.0,5.0
Vietnam,Hanoi,21.03,105.85,75.2,0,0.0,32.2,20,10.0,6.0
Yemen,Sanaa,15.35,44.21,57.2,0,0.0,23.4,20,10.0,6.0
Zambia,Lusaka,-15.42,28.28,76.6,0,0.0,32.7,20,10.0,6.0
Zimbabwe,Harare,-17.82,31.04,70.1,3,0.0,23.3,20,10.0,6.0
Afghanistan,Kabul,34.52,69.18,53.2,0,0.0,18.7,13,10.0,6.0
Albania,Tirana,41.33,19.82,59.0,0,0.0,5.7,13,10.0,6.0
Algeria,Algiers,36.76,3.05,69.8,25,0.0,27.0,13,8.0,4.0
Andorra,Andorra La Vella,42.5,1.52,47.1,3,0.0,6.7,13,10.0,6.0
Angola,Luanda,-8.84,13.23,77.0,25,0.0,9.0,13,10.0,6.0
Antigua and Barbuda,Saint John's,17.12,-61.85,86.0,75,0.04,2.3,13,10.0,6.0
Argentina,Buenos Aires,-34.59,-58.67,57.2,0,0.0,1.9,13,10.0,6.0
Armenia,Yerevan,40.18,44.51,51.8,0,0.0,1.3,13,10.0,6.0
Australia,Canberra,-35.28,149.22,41.0,0,0.0,4.7,13,10.0,6.0
Austria,Vienna,48.2,16.37,60.8,0,0.0,12.4,13,10.0,6.0
Azerbaijan,Baku,40.4,49.88,57.2,100,0.35,2.2,13,10.0,6.0
Bahamas,Nassau,25.08,-77.35,86.0,75,0.0,5.0,13,10.0,6.0
Bahrain,Manama,26.24,50.58,86.0,0,0.0,38.3,13,10.0,6.0
Bangladesh,Dhaka,23.72,90.41,79.8,22,0.0,205.4,13,10.0,6.0
Barbados,Bridgetown,13.1,-59.62,86.0,25,0.01,2.8,13,10.0,6.0
Belarus,Minsk,53.9,27.57,50.0,75,0.0,14.2,13,10.0,6.0
Belgium,Brussels,50.83,4.33,68.0,0,0.0,12.1,13,10.0,6.0
Belize,Belmopan,17.25,-88.77,91.4,25,0.0,1.0,13,10.0,6.0
Benin,Porto-Novo,6.48,2.62,82.4,25,0.0,14.7,13,10.0,6.0
Bhutan,Thimphu,27.48,89.6,43.3,26,0.0,7.6,13,10.0,6.0
Bolivia,Sucre,-19.04,-65.26,77.7,5,0.0,3.3,13,10.0,6.0
Bosnia and Herzegovina,Sarajevo,43.85,18.38,53.6,0,0.0,20.5,13,10.0,6.0
Botswana,Gaborone,-24.65,25.91,71.6,0,0.0,34.2,13,10.0,6.0
Brazil,Bras,-2.08,-58.17,101.4,15,0.0,2.5,13,10.0,6.0
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,77.0,75,0.11,3.0,13,10.0,6.0
Bulgaria,Sofia,42.68,23.32,51.8,0,0.0,13.7,13,10.0,6.0
Burkina Faso,Ouagadougou,12.37,-1.52,84.2,0,0.0,113.0,13,8.0,4.0
Burundi,Bujumbura,-3.38,29.36,73.2,79,0.02,38.1,13,10.0,6.0
Madagascar,Ivory,-24.37,46.45,68.7,31,0.0,3.2,13,10.0,6.0
Cape Verde,Praia,14.93,-23.51,82.4,75,0.0,75.6,13,10.0,6.0
Cambodia,Phnom Penh,11.55,104.92,80.6,50,0.21,79.0,13,9.0,5.0
Cameroon,Bafoussam,5.47,10.42,61.0,77,0.09,13.2,13,10.0,6.0
Canada,Ottawa,45.42,-75.7,53.6,75,0.0,4.0,13,24.0,14.0
Central African Republic,Bangui,4.37,18.58,77.0,25,0.0,0.5,13,6.0,3.0
