country,location_name,latitude,longitude,air_quality
Maldives,Farukolhufunadhoo,6.15,73.27,0.9
Mali,Bamako,12.65,-8,5.9
Malta,Valletta,35.9,14.51,20.3
Marshall Islands,Majuro,7.1,171.38,1
Mauritania,Nouakchott,18.09,-15.98,62.8
Mauritius,Port Louis,-20.16,57.5,7.6
Mexico,Mexico City,19.43,-99.13,4.1
Micronesia,Palikir,6.92,158.15,0.5
Russia,Chi-Chi-Erh,51.7,94.45,1.1
Monaco,Monaco,43.73,7.42,23.7
Mongolia,Ulaanbaatar,47.92,106.92,2
Montenegro,Podgorica,42.44,19.26,10
Morocco,Rabat,34.03,-6.84,18
Mozambique,Maputo,-25.97,32.59,4.9
Myanmar,Pathein,16.78,94.73,4
Namibia,Windhoek,-22.57,17.08,14.4
Turkey,Yaren,39.55,27.62,6.7
Nepal,Kathmandu,27.72,85.32,50
Netherlands,Amsterdam,52.37,4.89,1.5
New Zealand,Wellington,-41.3,174.78,0.9
Nicaragua,Managua,12.15,-86.27,10.7
Niger,Niamey,13.52,2.12,5.9
Nigeria,Abuja,9.18,7.18,6.5
North Korea,Pyongyang,39.02,125.75,48.1
Macedonia,Skopje,42,21.43,19.3
Norway,Oslo,59.92,10.75,0.7
Oman,Muscat,23.61,58.59,50.5
Pakistan,Islamabad,33.7,73.17,58.8
Palau,Adkip,7.36,134.51,2.2
Bolivia,National,-11.18,-67.08,1.5
Panama,Panama City,8.97,-79.53,2.4
Papua New Guinea,Port Moresby,-9.46,147.19,5.3
Paraguay,Carreria,-21.55,-58.12,21.7
Peru,Lima,-12.05,-77.05,5.4
Philippines,Manila,14.6,120.98,2.4
Poland,Warsaw,52.25,21,11.5
Portugal,Lisbon,38.72,-9.13,6.8
Qatar,Doha,25.29,51.53,62.7
Romania,Bucharest,44.43,26.1,12
Russia,Moscow,55.75,37.62,2.4
Rwanda,Kigali,-1.95,30.06,28.3
Saint Kitts and Nevis,Basseterre,17.3,-62.72,1
Saint Lucia,Castries,14,-61,3.6
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,4
Samoa,Apia,-13.83,-171.73,7.8
San Marino,San Marino,43.93,12.45,36.9
Belgium,'S-Gravenwezel,51.27,4.55,1.8
Saudi Arabia,Riyadh,24.64,46.77,60.8
Senegal,Dakar,14.67,-17.44,46.1
Serbia,Belgrade,44.8,20.47,11.6
Seychelles Islands,Victoria,-4.62,55.45,4.1
Sierra Leone,Freetown,8.49,-13.23,5.1
Singapore,Singapore,1.29,103.86,161.7
Slovakia,Bratislava,48.15,17.12,6.6
Slovenia,Ljubljana,46.06,14.51,35
Solomon Islands,Honiara,-9.43,159.95,0.5
Somalia,Mogadishu,2.07,45.37,6.7
South Africa,Pretoria,-25.75,28.19,74.9
South Korea,Seoul,37.57,127,141.6
Sudan,Juba,12.15,24.45,8.4
Spain,Madrid,40.4,-3.68,27.3
Sri Lanka,Colombo,6.93,79.85,1.2
Sudan,Khartoum,15.59,32.53,70.6
Suriname,Paramaribo,5.83,-55.17,3.9
Sweden,Stockholm,59.33,18.05,3.1
Switzerland,Bern,46.92,7.47,1.9
Syria,Damascus,33.5,36.3,8
Tajikistan,Dushanbe,38.56,68.77,9.6
Tanzania,Dodoma,-6.18,35.75,1
Thailand,Bangkok,13.75,100.52,260.7
Timor-Leste,Dili,-8.56,125.57,3.3
Bulgaria,Lom,43.81,23.24,18.8
Tonga,Nuku`Aloia,-21.13,-175.2,4.2
Trinidad and Tobago,Port Of Spain,10.65,-61.52,4.6
Tunisia,Tunis,36.8,10.18,23.1
Turkey,Ankara,39.93,32.86,9.1
Turkmenistan,Ashgabat,37.95,58.38,19.1
Tuvalu,Funafuti,-8.52,179.22,1.3
Uganda,Kampala,0.32,32.57,27.4
Ukraine,Kyiv,50.43,30.52,5.9
United Arab Emirates,Abu Dhabi,24.47,54.37,30.7
United Kingdom,London,51.52,-0.11,3.1
United States of America,Washington Park,46.6,-120.49,0.7
Uruguay,Montevideo,-34.86,-56.17,8.9
Uzbekistan,Tashkent,41.32,69.25,10.7
Vanuatu,Port Vila,-17.73,168.32,5
Venezuela,Caracas,10.5,-66.92,30
Vietnam,Hanoi,21.03,105.85,131.6
Yemen,Sanaa,15.35,44.21,24.1
Zambia,Lusaka,-15.42,28.28,14.5
Zimbabwe,Harare,-17.82,31.04,22.5
Afghanistan,Kabul,34.52,69.18,16.2
Albania,Tirana,41.33,19.82,21.6
Algeria,Algiers,36.76,3.05,12.5
Andorra,Andorra La Vella,42.5,1.52,4.3
Angola,Luanda,-8.84,13.23,9.6
Antigua and Barbuda,Saint John's,17.12,-61.85,2.4
Argentina,Buenos Aires,-34.59,-58.67,1.8
Armenia,Yerevan,40.18,44.51,1.8
Australia,Canberra,-35.28,149.22,0.5
Austria,Vienna,48.2,16.37,5.5
Azerbaijan,Baku,40.4,49.88,2.7
Bahamas,Nassau,25.08,-77.35,4
Bahrain,Manama,26.24,50.58,31.9
Bangladesh,Dhaka,23.72,90.41,5.3
Barbados,Bridgetown,13.1,-59.62,2.2
Belarus,Minsk,53.9,27.57,2.1
Belgium,Brussels,50.83,4.33,3.1
Belize,Belmopan,17.25,-88.77,3.1
Benin,Porto-Novo,6.48,2.62,14.4
Bhutan,Thimphu,27.48,89.6,2.3
Bolivia,Sucre,-19.04,-65.26,1.6
Bosnia and Herzegovina,Sarajevo,43.85,18.38,6.6
Botswana,Gaborone,-24.65,25.91,15.6
Brazil,Bras,-2.08,-58.17,6.9
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,7.1
Bulgaria,Sofia,42.68,23.32,15.3
Burkina Faso,Ouagadougou,12.37,-1.52,96.3
Burundi,Bujumbura,-3.38,29.36,61
Madagascar,Ivory,-24.37,46.45,3
Cape Verde,Praia,14.93,-23.51,50.6
Cambodia,Phnom Penh,11.55,104.92,12.6
Cameroon,Bafoussam,5.47,10.42,17
Canada,Ottawa,45.42,-75.7,21.7
Central African Republic,Bangui,4.37,18.58,0.7
Chad,N'djamena,12.11,15.05,664.7
Chile,Santiago,-33.45,-70.67,37.5
China,Beijing,39.93,116.39,61.6
Bulgaria,Bogot,43.32,24.7,26.4
Comoros,Moroni,-11.7,43.24,1.7
Congo,Brazzaville,-4.26,15.28,28.5
Costa Rica,San Juan,9.97,-84.08,2.2
Croatia,Zagreb,45.8,16,21.4
Cuba,Havana,23.13,-82.36,5.7
Cyprus,Nicosia,35.17,33.37,8.8
Czech Republic,Prague,50.08,14.47,6.2
Democratic Republic of Congo,Kinshasa,-4.3,15.3,28.5
Denmark,Copenhagen,55.67,12.58,2.3
Djibouti,Djibouti,11.6,43.15,6.5
Dominica,Roseau,15.3,-61.4,3.4
Dominican Republic,Santo Domingo,18.47,-69.9,25.4
Ecuador,Quito,-0.22,-78.5,22.2
Egypt,Cairo,30.05,31.25,9
El Salvador,San Salvador,13.71,-89.2,24.2
Equatorial Guinea,Malabo,3.75,8.78,0.8
Eritrea,Asmara,15.33,38.93,20.1
Estonia,Tallinn,59.43,24.73,0.6
Swaziland,Mbabane,-26.32,31.13,13.5
Ethiopia,Addis Ababa,9.03,38.7,12.9
Fiji Islands,Suva,-18.13,178.42,5.5
Finland,Helsinki,60.18,24.93,2.5
France,Paris,48.87,2.33,48.1
Gabon,Libreville,0.38,9.45,3.1
Gambia,Banjul,13.45,-16.58,16.5
Georgia,Tbilisi,41.73,44.79,5.3
Germany,Berlin,52.52,13.4,4
Ghana,Accra,5.55,-0.22,18
Greece,Athens,37.98,23.72,8.3
Grenada,Saint George's,12.05,-61.75,3.3
Guatemala,Guatemala City,14.62,-90.53,6.5
Guinea,Conakry,9.51,-13.71,0.5
Guinea-Bissau,Bissau,11.85,-15.58,3.9
Guyana,Georgetown,6.8,-58.17,4.1
Haiti,Port-Au-Prince,18.54,-72.34,28.7
Vatican City,Vatican City,41.9,12.45,53.4
Honduras,Tegucigalpa,14.1,-87.22,10.1
Hungary,Budapest,47.5,19.08,8
Iceland,Hella,63.83,-20.4,0.5
India,New Delhi,28.6,77.2,201.4
Indonesia,Jakarta,-6.21,106.85,777.3
Iran,Tehran,35.73,51.33,20.9
Iraq,Baghdad,33.34,44.39,14.5
Ireland,Dublin,53.33,-6.25,2.4
Israel,Jerusalem,31.78,35.23,9.3
Italy,Rome,41.9,12.48,53.4
Jamaica,Norman Gardens,17.97,-76.75,7.9
Japan,Tokyo,35.69,139.69,39.9
Jordan,Amman,31.95,35.93,11.3
Kazakhstan,Astana,51.18,71.43,29.3
Kenya,Nairobi,-1.28,36.82,8.6
Kiribati,Tarawa,-0.88,169.53,0.5
Kuwait,Kuwait City,29.37,47.96,26.3
Kyrghyzstan,Bishkek,42.87,74.6,10.2
Indonesia,Laos,-8.18,114.32,26.3
Latvia,Riga,56.95,24.1,1.1
Lebanon,Beirut,33.87,35.51,16.9
Lesotho,Maseru,-29.32,27.48,44.4
Liberia,Monrovia,6.31,-10.8,1.2
Thailand,Nan,18.78,100.78,9.8
Liechtenstein,Vaduz,47.13,9.52,17.6
Lithuania,Vilnius,54.68,25.32,1.8
Luxembourg,Luxembourg,49.61,6.13,9.1
Madagascar,Antananarivo,-18.92,47.52,4.6
Malawi,Lilongwe,-13.98,33.78,16.6
Malaysia,Kuala Lumpur,3.17,101.7,155.8
Maldives,Farukolhufunadhoo,6.15,73.27,1.1
Mali,Bamako,12.65,-8,6.6
Malta,Valletta,35.9,14.51,13.3
Marshall Islands,Majuro,7.1,171.38,0.5
Mauritania,Nouakchott,18.09,-15.98,105.3
Mauritius,Port Louis,-20.16,57.5,5.5
Mexico,Mexico City,19.43,-99.13,18.5
Micronesia,Palikir,6.92,158.15,0.5
Russia,Chi-Chi-Erh,51.7,94.45,1.5
Monaco,Monaco,43.73,7.42,13.8
Mongolia,Ulaanbaatar,47.92,106.92,12.1
Montenegro,Podgorica,42.44,19.26,14.1
Morocco,Rabat,34.03,-6.84,11.8
Mozambique,Maputo,-25.97,32.59,4.2
Myanmar,Pathein,16.78,94.73,1.7
Namibia,Windhoek,-22.57,17.08,7.6
Turkey,Yaren,39.55,27.62,6.3
Nepal,Kathmandu,27.72,85.32,157
Netherlands,Amsterdam,52.37,4.89,1.7
New Zealand,Wellington,-41.3,174.78,2.7
Nicaragua,Managua,12.15,-86.27,14.5
Niger,Niamey,13.52,2.12,51.5
Nigeria,Abuja,9.18,7.18,21.1
North Korea,Pyongyang,39.02,125.75,0.8
Macedonia,Skopje,42,21.43,20.9
Norway,Oslo,59.92,10.75,1
Oman,Muscat,23.61,58.59,50
Pakistan,Islamabad,33.7,73.17,70.5
Palau,Adkip,7.36,134.51,1.8
Bolivia,National,-11.18,-67.08,0.7
Panama,Panama City,8.97,-79.53,1.5
Papua New Guinea,Port Moresby,-9.46,147.19,7.4
Paraguay,Carreria,-21.55,-58.12,2.7
Peru,Lima,-12.05,-77.05,6.1
Philippines,Manila,14.6,120.98,5.1
Poland,Warsaw,52.25,21,2.9
Portugal,Lisbon,38.72,-9.13,12.1
Qatar,Doha,25.29,51.53,47.6
Romania,Bucharest,44.43,26.1,23.4
Russia,Moscow,55.75,37.62,1.5
Rwanda,Kigali,-1.95,30.06,20.3
Saint Kitts and Nevis,Basseterre,17.3,-62.72,4
Saint Lucia,Castries,14,-61,3.9
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2.8
Samoa,Apia,-13.83,-171.73,1.6
San Marino,San Marino,43.93,12.45,10
Belgium,'S-Gravenwezel,51.27,4.55,2.7
Saudi Arabia,Riyadh,24.64,46.77,58.4
Senegal,Dakar,14.67,-17.44,60.2
Serbia,Belgrade,44.8,20.47,4.3
Seychelles Islands,Victoria,-4.62,55.45,4.2
Sierra Leone,Freetown,8.49,-13.23,3.5
Singapore,Singapore,1.29,103.86,41.3
Slovakia,Bratislava,48.15,17.12,7.1
Slovenia,Ljubljana,46.06,14.51,26.4
Solomon Islands,Honiara,-9.43,159.95,0.5
Somalia,Mogadishu,2.07,45.37,6.5
South Africa,Pretoria,-25.75,28.19,66.2
South Korea,Seoul,37.57,127,3.2
Sudan,Juba,12.15,24.45,11.4
Spain,Madrid,40.4,-3.68,43.9
Sri Lanka,Colombo,6.93,79.85,1.4
Sudan,Khartoum,15.59,32.53,41.2
Suriname,Paramaribo,5.83,-55.17,2.7
Sweden,Stockholm,59.33,18.05,0.6
Switzerland,Bern,46.92,7.47,18.1
Syria,Damascus,33.5,36.3,7.7
Tajikistan,Dushanbe,38.56,68.77,8.7
Tanzania,Dodoma,-6.18,35.75,2.9
Thailand,Bangkok,13.75,100.52,150.7
Timor-Leste,Dili,-8.56,125.57,3.6
Bulgaria,Lom,43.81,23.24,24.1
Tonga,Nuku`Aloia,-21.13,-175.2,2.8
Trinidad and Tobago,Port Of Spain,10.65,-61.52,3.2
Tunisia,Tunis,36.8,10.18,16.4
Turkey,Ankara,39.93,32.86,99.6
Turkmenistan,Ashgabat,37.95,58.38,30.5
Tuvalu,Funafuti,-8.52,179.22,0.6
Uganda,Kampala,0.32,32.57,12.4
Ukraine,Kyiv,50.43,30.52,1.9
United Arab Emirates,Abu Dhabi,24.47,54.37,30.1
United Kingdom,London,51.52,-0.11,2.3
United States of America,Washington Park,46.6,-120.49,0.5
Uruguay,Montevideo,-34.86,-56.17,2.5
Uzbekistan,Tashkent,41.32,69.25,15.3
Vanuatu,Port Vila,-17.73,168.32,5.3
Venezuela,Caracas,10.5,-66.92,75.9
Vietnam,Hanoi,21.03,105.85,89.2
Yemen,Sanaa,15.35,44.21,53.5
Zambia,Lusaka,-15.42,28.28,15.7
Zimbabwe,Harare,-17.82,31.04,15.8
Afghanistan,Kabul,34.52,69.18,14.1
Albania,Tirana,41.33,19.82,39.2
Algeria,Algiers,36.76,3.05,10.6
Andorra,Andorra La Vella,42.5,1.52,7.6
Angola,Luanda,-8.84,13.23,10.7
Antigua and Barbuda,Saint John's,17.12,-61.85,1.7
Argentina,Buenos Aires,-34.59,-58.67,1.4
Armenia,Yerevan,40.18,44.51,2.2
Australia,Canberra,-35.28,149.22,2
Austria,Vienna,48.2,16.37,5.4
Azerbaijan,Baku,40.4,49.88,4.4
Bahamas,Nassau,25.08,-77.35,1.4
Bahrain,Manama,26.24,50.58,36.4
Bangladesh,Dhaka,23.72,90.41,23
Barbados,Bridgetown,13.1,-59.62,1.2
Belarus,Minsk,53.9,27.57,1.6
Belgium,Brussels,50.83,4.33,5.8
Belize,Belmopan,17.25,-88.77,2.5
Benin,Porto-Novo,6.48,2.62,10.6
Bhutan,Thimphu,27.48,89.6,4.6
Bolivia,Sucre,-19.04,-65.26,2.2
Bosnia and Herzegovina,Sarajevo,43.85,18.38,24.9
Botswana,Gaborone,-24.65,25.91,14.2
Brazil,Bras,-2.08,-58.17,15.4
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,6.8
Bulgaria,Sofia,42.68,23.32,14.4
Burkina Faso,Ouagadougou,12.37,-1.52,192.6
Burundi,Bujumbura,-3.38,29.36,47.9
Madagascar,Ivory,-24.37,46.45,2.2
Cape Verde,Praia,14.93,-23.51,75.2
Cambodia,Phnom Penh,11.55,104.92,17.1
Cameroon,Bafoussam,5.47,10.42,18.6
Canada,Ottawa,45.42,-75.7,22.1
Central African Republic,Bangui,4.37,18.58,2.5
Chad,N'djamena,12.11,15.05,33.2
Chile,Santiago,-33.45,-70.67,19.8
China,Beijing,39.93,116.39,113.6
Bulgaria,Bogot,43.32,24.7,20
Comoros,Moroni,-11.7,43.24,3.3
Congo,Brazzaville,-4.26,15.28,5.5
Costa Rica,San Juan,9.97,-84.08,3.7
Croatia,Zagreb,45.8,16,25.1
Cuba,Havana,23.13,-82.36,3.1
Cyprus,Nicosia,35.17,33.37,6.5
Czech Republic,Prague,50.08,14.47,4.6
Democratic Republic of Congo,Kinshasa,-4.3,15.3,5.5
Denmark,Copenhagen,55.67,12.58,1.1
Djibouti,Djibouti,11.6,43.15,8
Dominica,Roseau,15.3,-61.4,1.4
Dominican Republic,Santo Domingo,18.47,-69.9,4
Ecuador,Quito,-0.22,-78.5,20
Egypt,Cairo,30.05,31.25,11.2
El Salvador,San Salvador,13.71,-89.2,11
Equatorial Guinea,Malabo,3.75,8.78,1
Eritrea,Asmara,15.33,38.93,36.4
Estonia,Tallinn,59.43,24.73,0.5
Swaziland,Mbabane,-26.32,31.13,15.3
Ethiopia,Addis Ababa,9.03,38.7,22.1
Fiji Islands,Suva,-18.13,178.42,3.1
Finland,Helsinki,60.18,24.93,0.5
France,Paris,48.87,2.33,84.5
Gabon,Libreville,0.38,9.45,3.8
Gambia,Banjul,13.45,-16.58,18
Georgia,Tbilisi,41.73,44.79,5.8
Germany,Berlin,52.52,13.4,2.7
Ghana,Accra,5.55,-0.22,18
Greece,Athens,37.98,23.72,11.8
Grenada,Saint George's,12.05,-61.75,0.9
Guatemala,Guatemala City,14.62,-90.53,22.1
Guinea,Conakry,9.51,-13.71,1.5
Guinea-Bissau,Bissau,11.85,-15.58,6.5
Guyana,Georgetown,6.8,-58.17,2.1
Haiti,Port-Au-Prince,18.54,-72.34,6.9
Vatican City,Vatican City,41.9,12.45,39.1
Honduras,Tegucigalpa,14.1,-87.22,2.9
Hungary,Budapest,47.5,19.08,8.7
Iceland,Hella,63.83,-20.4,0.5
India,New Delhi,28.6,77.2,171.5
Indonesia,Jakarta,-6.21,106.85,818.7
Iran,Tehran,35.73,51.33,1
Iraq,Baghdad,33.34,44.39,13.6
Ireland,Dublin,53.33,-6.25,2.2
Israel,Jerusalem,31.78,35.23,51.1
Italy,Rome,41.9,12.48,39.1
Jamaica,Norman Gardens,17.97,-76.75,14.3
Japan,Tokyo,35.69,139.69,2.5
Jordan,Amman,31.95,35.93,23.5
Kazakhstan,Astana,51.18,71.43,15.1
Kenya,Nairobi,-1.28,36.82,6.8
Kiribati,Tarawa,-0.88,169.53,0.5
Kuwait,Kuwait City,29.37,47.96,21.5
Kyrghyzstan,Bishkek,42.87,74.6,15.5
Indonesia,Laos,-8.18,114.32,28.1
Latvia,Riga,56.95,24.1,0.5
Lebanon,Beirut,33.87,35.51,16.9
Lesotho,Maseru,-29.32,27.48,23.1
Liberia,Monrovia,6.31,-10.8,3
Thailand,Nan,18.78,100.78,8.6
Liechtenstein,Vaduz,47.13,9.52,25.2
Lithuania,Vilnius,54.68,25.32,1.2
Luxembourg,Luxembourg,49.61,6.13,5.4
Madagascar,Antananarivo,-18.92,47.52,5.6
Malawi,Lilongwe,-13.98,33.78,9.6
Malaysia,Kuala Lumpur,3.17,101.7,112.7
Maldives,Farukolhufunadhoo,6.15,73.27,0.8
Mali,Bamako,12.65,-8,5.9
Malta,Valletta,35.9,14.51,12.6
Marshall Islands,Majuro,7.1,171.38,0.5
Mauritania,Nouakchott,18.09,-15.98,107.5
Mauritius,Port Louis,-20.16,57.5,2.9
Mexico,Mexico City,19.43,-99.13,17.8
Micronesia,Palikir,6.92,158.15,0.5
Russia,Chi-Chi-Erh,51.7,94.45,3.2
Monaco,Monaco,43.73,7.42,29.7
Mongolia,Ulaanbaatar,47.92,106.92,7.2
Montenegro,Podgorica,42.44,19.26,12.2
Morocco,Rabat,34.03,-6.84,18.1
Mozambique,Maputo,-25.97,32.59,3
Myanmar,Pathein,16.78,94.73,4.6
Namibia,Windhoek,-22.57,17.08,20.2
Turkey,Yaren,39.55,27.62,23.3
Nepal,Kathmandu,27.72,85.32,8.1
Netherlands,Amsterdam,52.37,4.89,4.7
New Zealand,Wellington,-41.3,174.78,2.6
Nicaragua,Managua,12.15,-86.27,3.9
Niger,Niamey,13.52,2.12,148.5
Nigeria,Abuja,9.18,7.18,26.3
North Korea,Pyongyang,39.02,125.75,10
Macedonia,Skopje,42,21.43,24.4
Norway,Oslo,59.92,10.75,2.8
Oman,Muscat,23.61,58.59,58.4
Pakistan,Islamabad,33.7,73.17,33.1
Palau,Adkip,7.36,134.51,0.7
Bolivia,National,-11.18,-67.08,1.4
Panama,Panama City,8.97,-79.53,5.5
Papua New Guinea,Port Moresby,-9.46,147.19,4.9
Paraguay,Carreria,-21.55,-58.12,8.2
Peru,Lima,-12.05,-77.05,5.4
Philippines,Manila,14.6,120.98,7.4
Poland,Warsaw,52.25,21,4.5
Portugal,Lisbon,38.72,-9.13,9.5
Qatar,Doha,25.29,51.53,35.3
Romania,Bucharest,44.43,26.1,18.5
Russia,Moscow,55.75,37.62,2.6
Rwanda,Kigali,-1.95,30.06,21.2
Saint Kitts and Nevis,Basseterre,17.3,-62.72,1.3
Saint Lucia,Castries,14,-61,1
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,0.9
Samoa,Apia,-13.83,-171.73,2.4
San Marino,San Marino,43.93,12.45,9.3
Belgium,'S-Gravenwezel,51.27,4.55,4.3
Saudi Arabia,Riyadh,24.64,46.77,86.4
Senegal,Dakar,14.67,-17.44,45.5
Serbia,Belgrade,44.8,20.47,12.2
Seychelles Islands,Victoria,-4.62,55.45,9.2
Sierra Leone,Freetown,8.49,-13.23,4.2
Singapore,Singapore,1.29,103.86,61.3
Slovakia,Bratislava,48.15,17.12,5.5
Slovenia,Ljubljana,46.06,14.51,36
Solomon Islands,Honiara,-9.43,159.95,2.1
Somalia,Mogadishu,2.07,45.37,3.6
South Africa,Pretoria,-25.75,28.19,74.6
South Korea,Seoul,37.57,127,13.5
Sudan,Juba,12.15,24.45,39.6
Spain,Madrid,40.4,-3.68,37.7
Sri Lanka,Colombo,6.93,79.85,1.7
Sudan,Khartoum,15.59,32.53,34
Suriname,Paramaribo,5.83,-55.17,0.9
Sweden,Stockholm,59.33,18.05,0.9
Switzerland,Bern,46.92,7.47,28.3
Syria,Damascus,33.5,36.3,10.8
Tajikistan,Dushanbe,38.56,68.77,9.7
Tanzania,Dodoma,-6.18,35.75,2.2
Thailand,Bangkok,13.75,100.52,180.4
Timor-Leste,Dili,-8.56,125.57,4.5
Bulgaria,Lom,43.81,23.24,8.5
Tonga,Nuku`Aloia,-21.13,-175.2,2
Trinidad and Tobago,Port Of Spain,10.65,-61.52,1.3
Tunisia,Tunis,36.8,10.18,5.3
Turkey,Ankara,39.93,32.86,99.6
Turkmenistan,Ashgabat,37.95,58.38,7.6
Tuvalu,Funafuti,-8.52,179.22,0.7
Uganda,Kampala,0.32,32.57,23.6
Ukraine,Kyiv,50.43,30.52,2.8
United Arab Emirates,Abu Dhabi,24.47,54.37,45.2
United Kingdom,London,51.52,-0.11,5.4
United States of America,Washington Park,46.6,-120.49,0.9
Uruguay,Montevideo,-34.86,-56.17,2.3
Uzbekistan,Tashkent,41.32,69.25,12.2
Vanuatu,Port Vila,-17.73,168.32,6
Venezuela,Caracas,10.5,-66.92,100.5
Vietnam,Hanoi,21.03,105.85,136.5
Yemen,Sanaa,15.35,44.21,21.3
Zambia,Lusaka,-15.42,28.28,24.6
Zimbabwe,Harare,-17.82,31.04,11.5
Afghanistan,Kabul,34.52,69.18,15.4
Albania,Tirana,41.33,19.82,18.9
Algeria,Algiers,36.76,3.05,7.8
Andorra,Andorra La Vella,42.5,1.52,5.9
Angola,Luanda,-8.84,13.23,7.9
Antigua and Barbuda,Saint John's,17.12,-61.85,5.1
Argentina,Buenos Aires,-34.59,-58.67,2.8
Armenia,Yerevan,40.18,44.51,3.2
Australia,Canberra,-35.28,149.22,0.5
Austria,Vienna,48.2,16.37,9.9
Azerbaijan,Baku,40.4,49.88,3.1
Bahamas,Nassau,25.08,-77.35,1.8
Bahrain,Manama,26.24,50.58,46.8
Bangladesh,Dhaka,23.72,90.41,69.1
Barbados,Bridgetown,13.1,-59.62,8.3
Belarus,Minsk,53.9,27.57,2.9
Belgium,Brussels,50.83,4.33,11.7
Belize,Belmopan,17.25,-88.77,3.1
Benin,Porto-Novo,6.48,2.62,24.5
Bhutan,Thimphu,27.48,89.6,3.5
Bolivia,Sucre,-19.04,-65.26,2.9
Bosnia and Herzegovina,Sarajevo,43.85,18.38,15.9
Botswana,Gaborone,-24.65,25.91,16.2
Brazil,Bras,-2.08,-58.17,7.6
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,5.5
Bulgaria,Sofia,42.68,23.32,8.8
Burkina Faso,Ouagadougou,12.37,-1.52,45.5
Burundi,Bujumbura,-3.38,29.36,52.4
Madagascar,Ivory,-24.37,46.45,2.5
Cape Verde,Praia,14.93,-23.51,70.3
Cambodia,Phnom Penh,11.55,104.92,11
Cameroon,Bafoussam,5.47,10.42,47.9
Canada,Ottawa,45.42,-75.7,3.5
Central African Republic,Bangui,4.37,18.58,0.5
Chad,N'djamena,12.11,15.05,428.2
Chile,Santiago,-33.45,-70.67,37.5
China,Beijing,39.93,116.39,311.2
Bulgaria,Bogot,43.32,24.7,8.7
Comoros,Moroni,-11.7,43.24,4
Congo,Brazzaville,-4.26,15.28,6.2
Costa Rica,San Juan,9.97,-84.08,31
Croatia,Zagreb,45.8,16,47
Cuba,Havana,23.13,-82.36,7.6
Cyprus,Nicosia,35.17,33.37,13.2
Czech Republic,Prague,50.08,14.47,7.7
Democratic Republic of Congo,Kinshasa,-4.3,15.3,6.2
Denmark,Copenhagen,55.67,12.58,2.6
Djibouti,Djibouti,11.6,43.15,13.1
Dominica,Roseau,15.3,-61.4,5.3
Dominican Republic,Santo Domingo,18.47,-69.9,3.2
Ecuador,Quito,-0.22,-78.5,14
Egypt,Cairo,30.05,31.25,16.1
El Salvador,San Salvador,13.71,-89.2,6
Equatorial Guinea,Malabo,3.75,8.78,0.7
Eritrea,Asmara,15.33,38.93,17.9
Estonia,Tallinn,59.43,24.73,0.7
Swaziland,Mbabane,-26.32,31.13,6.7
Ethiopia,Addis Ababa,9.03,38.7,21.6
Fiji Islands,Suva,-18.13,178.42,2.5
Finland,Helsinki,60.18,24.93,0.6
France,Paris,48.87,2.33,170.4
Gabon,Libreville,0.38,9.45,5.3
Gambia,Banjul,13.45,-16.58,43.7
Georgia,Tbilisi,41.73,44.79,6.9
Germany,Berlin,52.52,13.4,7.7
Ghana,Accra,5.55,-0.22,6
Greece,Athens,37.98,23.72,14.1
Grenada,Saint George's,12.05,-61.75,2.5
Guatemala,Guatemala City,14.62,-90.53,36.1
Guinea,Conakry,9.51,-13.71,0.6
Guinea-Bissau,Bissau,11.85,-15.58,3.4
Guyana,Georgetown,6.8,-58.17,1.8
Haiti,Port-Au-Prince,18.54,-72.34,10.3
Vatican City,Vatican City,41.9,12.45,56.8
Honduras,Tegucigalpa,14.1,-87.22,7.3
Hungary,Budapest,47.5,19.08,14.1
Iceland,Hella,63.83,-20.4,0.5
India,New Delhi,28.6,77.2,110.5
Indonesia,Jakarta,-6.21,106.85,1059.6
Iran,Tehran,35.73,51.33,34
Iraq,Baghdad,33.34,44.39,16.1
Ireland,Dublin,53.33,-6.25,2.6
Israel,Jerusalem,31.78,35.23,13
Italy,Rome,41.9,12.48,56.8
Jamaica,Norman Gardens,17.97,-76.75,5.3
Japan,Tokyo,35.69,139.69,4.8
Jordan,Amman,31.95,35.93,11.5
Kazakhstan,Astana,51.18,71.43,4.8
Kenya,Nairobi,-1.28,36.82,6.6
Kiribati,Tarawa,-0.88,169.53,0.5
Kuwait,Kuwait City,29.37,47.96,24.3
Kyrghyzstan,Bishkek,42.87,74.6,3.9
Indonesia,Laos,-8.18,114.32,28.8
Latvia,Riga,56.95,24.1,2.8
Lebanon,Beirut,33.87,35.51,11.5
Lesotho,Maseru,-29.32,27.48,13.4
Liberia,Monrovia,6.31,-10.8,2
Thailand,Nan,18.78,100.78,5.7
Liechtenstein,Vaduz,47.13,9.52,24.9
Lithuania,Vilnius,54.68,25.32,1.8
Luxembourg,Luxembourg,49.61,6.13,8
Madagascar,Antananarivo,-18.92,47.52,9.9
Malawi,Lilongwe,-13.98,33.78,3.1
Malaysia,Kuala Lumpur,3.17,101.7,248.6
